122,SOPHIE,2,2011
119,SARAH,2,2011
118,JULIA,2,2011
116,LENA,2,2011
110,ANNA,2,2011
103,LAURA,2,2011
95,LEONIE,2,2011
94,EMMA,2,2011
92,SARA,2,2011
89,LARA,2,2011
84,MIA,2,2011
81,EMILIA,2,2011
70,KATHARINA,2,2011
67,LEA,2,2011
67,SOPHIA,2,2011
65,MARIE,2,2011
64,VALENTINA,2,2011
56,EMILY,2,2011
54,HELENA,2,2011
52,ELENA,2,2011
52,AMELIE,2,2011
51,AZRA,2,2011
50,LISA,2,2011
49,ELLA,2,2011
47,VANESSA,2,2011
46,JOHANNA,2,2011
46,ISABELLA,2,2011
46,NINA,2,2011
46,LINA,2,2011
44,VICTORIA,2,2011
43,HANNAH,2,2011
42,CLARA,2,2011
42,VIKTORIA,2,2011
41,MAGDALENA,2,2011
40,LARISSA,2,2011
40,SELINA,2,2011
40,ELIF,2,2011
39,HANNA,2,2011
39,VALERIE,2,2011
38,MARLENE,2,2011
38,SOFIA,2,2011
37,ANGELINA,2,2011
37,MIRIAM,2,2011
35,ALINA,2,2011
32,LIVIA,2,2011
32,JANA,2,2011
31,NISA,2,2011
31,AMINA,2,2011
30,LUISA,2,2011
30,ZEYNEP,2,2011
29,MARIA,2,2011
28,PAULA,2,2011
28,ECRIN,2,2011
27,PIA,2,2011
26,OLIVIA,2,2011
25,ANTONIA,2,2011
25,JESSICA,2,2011
25,MAYA,2,2011
25,ELA,2,2011
25,STELLA,2,2011
24,NORA,2,2011
24,MAJA,2,2011
24,ELISABETH,2,2011
24,JASMIN,2,2011
24,KATARINA,2,2011
24,ANASTASIA,2,2011
23,KLARA,2,2011
23,AYLIN,2,2011
22,ELISA,2,2011
22,ANNIKA,2,2011
22,ALEXANDRA,2,2011
22,CAROLINE,2,2011
21,ANA,2,2011
21,FRANZISKA,2,2011
21,TEODORA,2,2011
21,HELENE,2,2011
20,LINDA,2,2011
20,FLORA,2,2011
20,ANASTASIJA,2,2011
20,CHARLOTTE,2,2011
20,ZOE,2,2011
19,MELISSA,2,2011
19,IDA,2,2011
18,ROSA,2,2011
18,YAGMUR,2,2011
18,ADRIANA,2,2011
18,LILLY,2,2011
17,DILARA,2,2011
17,PAULINA,2,2011
17,MELANIE,2,2011
17,LEONA,2,2011
17,NADINE,2,2011
17,EVA,2,2011
17,NICOLE,2,2011
16,HANA,2,2011
16,LUISE,2,2011
16,MATILDA,2,2011
16,SAMIRA,2,2011
16,ANDJELA,2,2011
16,THERESA,2,2011
183,MAXIMILIAN,1,2011
162,DAVID,1,2011
130,LEON,1,2011
130,ALEXANDER,1,2011
112,FELIX,1,2011
109,SEBASTIAN,1,2011
105,JULIAN,1,2011
104,PAUL,1,2011
104,LUKAS,1,2011
90,BENJAMIN,1,2011
86,SIMON,1,2011
85,DANIEL,1,2011
83,FABIAN,1,2011
80,JAKOB,1,2011
76,TOBIAS,1,2011
76,RAPHAEL,1,2011
76,MORITZ,1,2011
72,FLORIAN,1,2011
69,ADRIAN,1,2011
67,ELIAS,1,2011
63,SAMUEL,1,2011
62,GABRIEL,1,2011
59,JONAS,1,2011
58,NOAH,1,2011
56,FILIP,1,2011
55,PHILIPP,1,2011
55,MUHAMMED,1,2011
52,LEO,1,2011
52,LUKA,1,2011
50,VALENTIN,1,2011
48,NICO,1,2011
45,DOMINIK,1,2011
45,JONATHAN,1,2011
45,EMIL,1,2011
44,LUCA,1,2011
43,JAN,1,2011
43,STEFAN,1,2011
42,MARCEL,1,2011
42,MATTHIAS,1,2011
41,ALEKSANDAR,1,2011
41,LUIS,1,2011
40,NICOLAS,1,2011
39,MICHAEL,1,2011
39,NIKLAS,1,2011
39,MANUEL,1,2011
38,KONSTANTIN,1,2011
38,NIKOLA,1,2011
37,OLIVER,1,2011
35,MATTEO,1,2011
35,MARKO,1,2011
34,VINCENT,1,2011
33,YUSUF,1,2011
33,EMIR,1,2011
32,PHILIP,1,2011
31,ERIK,1,2011
31,BEN,1,2011
31,LAURENZ,1,2011
31,TIM,1,2011
29,MOHAMED,1,2011
29,VIKTOR,1,2011
28,ALI,1,2011
27,RAFAEL,1,2011
27,ANTONIO,1,2011
27,CLEMENS,1,2011
27,LORENZ,1,2011
27,ARTHUR,1,2011
26,CHRISTIAN,1,2011
26,MUSTAFA,1,2011
26,CHRISTOPH,1,2011
26,ANDREAS,1,2011
25,KEVIN,1,2011
25,THEO,1,2011
25,MARCO,1,2011
25,ADAM,1,2011
25,MIHAJLO,1,2011
24,MARTIN,1,2011
24,FABIO,1,2011
24,OSKAR,1,2011
24,NIKOLAUS,1,2011
24,LAZAR,1,2011
24,PASCAL,1,2011
23,THEODOR,1,2011
23,PATRICK,1,2011
23,MARIO,1,2011
23,TIMO,1,2011
23,IVAN,1,2011
22,ARMIN,1,2011
22,LOUIS,1,2011
22,NILS,1,2011
22,ANGELO,1,2011
22,ANDREJ,1,2011
22,ENES,1,2011
21,MEHMET,1,2011
21,DENIZ,1,2011
21,EFE,1,2011
21,FURKAN,1,2011
21,FINN,1,2011
21,THOMAS,1,2011
21,LIAM,1,2011
