118,SARAH,2,2006
111,LENA,2,2006
107,JULIA,2,2006
100,SOPHIE,2,2006
99,ANNA,2,2006
94,KATHARINA,2,2006
87,LEONIE,2,2006
80,LAURA,2,2006
76,LARA,2,2006
67,LEA,2,2006
67,VANESSA,2,2006
63,LISA,2,2006
60,SARA,2,2006
57,ANGELINA,2,2006
54,NINA,2,2006
53,EMILY,2,2006
49,AMELIE,2,2006
44,SOPHIA,2,2006
44,VICTORIA,2,2006
42,MICHELLE,2,2006
41,SELINA,2,2006
39,HANNAH,2,2006
39,ELENA,2,2006
36,EMMA,2,2006
34,JOHANNA,2,2006
34,HELENA,2,2006
33,MAGDALENA,2,2006
32,CHIARA,2,2006
32,JASMIN,2,2006
32,ALINA,2,2006
31,CLARA,2,2006
31,VIKTORIA,2,2006
30,VALENTINA,2,2006
29,JESSICA,2,2006
29,MARIE,2,2006
28,LARISSA,2,2006
28,MELISSA,2,2006
27,PAULA,2,2006
27,MELANIE,2,2006
26,SANDRA,2,2006
26,CELINA,2,2006
25,MARLENE,2,2006
25,NICOLE,2,2006
24,MARIA,2,2006
24,DENISE,2,2006
23,FRANZISKA,2,2006
23,ZOE,2,2006
22,JENNIFER,2,2006
22,IREM,2,2006
22,KATARINA,2,2006
22,NADINE,2,2006
22,PIA,2,2006
21,NATALIE,2,2006
21,LINA,2,2006
21,ANJA,2,2006
21,THERESA,2,2006
20,FIONA,2,2006
20,ANTONIA,2,2006
20,OLIVIA,2,2006
20,EMILIA,2,2006
20,SONJA,2,2006
20,JANA,2,2006
20,ALEXANDRA,2,2006
19,ANA,2,2006
19,MELISA,2,2006
19,VALERIE,2,2006
19,ELLA,2,2006
19,TAMARA,2,2006
19,ZEYNEP,2,2006
19,MELIKE,2,2006
19,ILAYDA,2,2006
18,BEYZA,2,2006
18,MIRIAM,2,2006
18,LIVIA,2,2006
18,ELIF,2,2006
18,NORA,2,2006
18,CAROLINE,2,2006
17,FLORA,2,2006
17,ROSA,2,2006
17,LILLY,2,2006
17,MAYA,2,2006
17,STELLA,2,2006
16,ANASTASIA,2,2006
16,SELIN,2,2006
16,ISABELLA,2,2006
16,CARINA,2,2006
16,MIA,2,2006
16,ISABEL,2,2006
15,ELISABETH,2,2006
15,LINDA,2,2006
15,STEFANIE,2,2006
15,AMINA,2,2006
15,FATIMA,2,2006
14,KLARA,2,2006
14,ANNIKA,2,2006
14,REBECCA,2,2006
14,ALEYNA,2,2006
14,CELINE,2,2006
14,ZEHRA,2,2006
14,HILAL,2,2006
122,DAVID,1,2006
120,LUKAS,1,2006
118,MAXIMILIAN,1,2006
113,ALEXANDER,1,2006
98,PAUL,1,2006
97,DANIEL,1,2006
95,FLORIAN,1,2006
94,SEBASTIAN,1,2006
94,FELIX,1,2006
92,TOBIAS,1,2006
85,SIMON,1,2006
81,JULIAN,1,2006
80,FABIAN,1,2006
79,MARCEL,1,2006
76,LEON,1,2006
71,BENJAMIN,1,2006
71,MORITZ,1,2006
69,JAKOB,1,2006
66,DOMINIK,1,2006
61,PHILIPP,1,2006
58,ELIAS,1,2006
56,MATTHIAS,1,2006
54,MICHAEL,1,2006
54,STEFAN,1,2006
53,KEVIN,1,2006
51,RAPHAEL,1,2006
49,MANUEL,1,2006
45,NICO,1,2006
41,NOAH,1,2006
39,GABRIEL,1,2006
39,MUHAMMED,1,2006
39,ADRIAN,1,2006
37,SAMUEL,1,2006
37,LUCA,1,2006
36,PHILIP,1,2006
34,JAN,1,2006
33,OLIVER,1,2006
33,CLEMENS,1,2006
32,MARCO,1,2006
32,JONAS,1,2006
31,CHRISTOPH,1,2006
31,NIKLAS,1,2006
31,VALENTIN,1,2006
31,LUCAS,1,2006
31,NIKOLA,1,2006
31,LORENZ,1,2006
30,MARKUS,1,2006
30,NICOLAS,1,2006
29,KONSTANTIN,1,2006
29,JOHANNES,1,2006
28,PATRICK,1,2006
28,TIM,1,2006
28,PASCAL,1,2006
27,THOMAS,1,2006
27,MARKO,1,2006
26,ARDA,1,2006
26,JUSTIN,1,2006
26,LAURENZ,1,2006
26,LUKA,1,2006
25,AHMED,1,2006
24,MUSTAFA,1,2006
24,CONSTANTIN,1,2006
23,LEO,1,2006
23,OSKAR,1,2006
23,ANDREAS,1,2006
23,ALI,1,2006
23,ENES,1,2006
21,ERIK,1,2006
20,ANDRE,1,2006
20,EMIL,1,2006
19,EMIRHAN,1,2006
19,MARC,1,2006
18,FILIP,1,2006
18,CHRISTOPHER,1,2006
18,JONATHAN,1,2006
18,MARIO,1,2006
18,BENEDIKT,1,2006
18,FURKAN,1,2006
18,RAFAEL,1,2006
18,NIKOLAUS,1,2006
18,EMRE,1,2006
17,ALEKSANDAR,1,2006
17,ARMIN,1,2006
16,ANTONIO,1,2006
16,MARTIN,1,2006
16,CHRISTIAN,1,2006
16,TIMON,1,2006
16,BEN,1,2006
16,DENIS,1,2006
16,IBRAHIM,1,2006
15,OMAR,1,2006
15,MEHMET,1,2006
15,DORIAN,1,2006
15,MOHAMED,1,2006
15,MARVIN,1,2006
14,VINCENT,1,2006
14,KAAN,1,2006
14,TIMO,1,2006
14,PETER,1,2006
14,LUIS,1,2006
